row  number,age,work sector,salery,savings,Food expenses (month),zip code,other expenses (month),educaion years,economic class
4501,43,C,3215,6516,759,25540,1392,18,2
4502,33,B,7432,25407,1198,22477,1089,19,7
4503,33,D,2899,4620,462,28007,2173,13,1
4504,58,A,4643,16383,1260,19861,1520,19,4
4505,26,C,3861,9862,858,26657,1940,11,2
4506,39,C,3829,15576,962,27187,1829,16,2
4507,37,A,5181,19095,823,12927,1378,17,4
4508,44,B,9260,26795,1239,23023,2051,15,8
4509,21,B,5552,13732,1318,22516,2093,14,4
4510,52,B,7570,27378,1236,22438,1962,16,6
4511,47,C,3313,8127,572,24770,1818,14,2
4512,60,A,5353,36192,929,15551,1509,19,4
4513,42,D,1425,3938,532,27900,1596,15,0
4514,59,B,7530,42800,1106,23112,1907,22,6
4515,44,C,3300,6275,682,27221,1690,14,2
4516,50,D,1368,2721,494,28086,1933,10,0
4517,22,A,4745,27205,852,13729,889,15,4
4518,37,D,2601,4081,471,28008,1518,12,2
4519,44,C,3256,11893,690,25592,1456,15,2
4520,32,D,2486,6397,530,28048,1875,11,1
4521,52,B,7623,15981,1175,22863,2298,19,6
4522,28,A,5001,40433,930,14203,1487,16,4
4523,43,B,7348,22981,1237,23247,1771,20,6
4524,33,B,7238,21985,1300,23247,1710,17,6
4525,52,B,6058,18939,1257,23000,1504,17,5
4526,33,E,7623,69335,1308,28991,1411,18,7
4527,29,D,3086,4774,491,28099,1822,13,2
4528,37,A,5673,23624,662,16347,1814,19,4
4529,42,B,5463,19627,1158,22976,1671,17,4
4530,13,E,8231,76188,1486,29719,1390,20,7
4531,46,B,7515,7183,1234,22700,1605,20,6
4532,40,B,7878,28352,1310,23052,1682,24,7
4533,40,C,3623,12855,653,24510,1623,15,2
4534,32,E,7557,61187,1768,29464,1954,23,6
4535,56,E,8414,92157,2282,29323,2155,17,7
4536,59,C,3696,9909,975,26321,1366,13,3
4537,29,A,4859,24208,741,15244,1320,19,4
4538,34,A,4939,27360,737,21439,2609,12,3
4539,45,C,4101,14574,860,25069,2012,15,3
4540,31,C,3449,3901,744,27275,2179,15,2
4541,25,B,7500,19292,1247,22745,2134,19,6
4542,28,E,7756,58366,1692,29502,1420,21,7
4543,45,D,2011,3870,431,27981,2105,11,0
4544,35,C,3203,4855,709,26617,1862,16,2
4545,30,D,2065,3801,467,27928,1765,10,1
4546,42,D,1982,3758,533,28060,1551,15,1
4547,47,C,3251,7436,727,24807,2012,14,2
4548,41,D,2053,4507,498,28235,1717,10,1
4549,31,E,8630,17001,1850,29249,1951,19,7
4550,52,A,5388,42970,1215,21771,1467,17,4
4551,54,D,2472,5448,566,28216,1606,15,1
4552,27,C,3522,13595,997,24779,1855,11,2
4553,27,A,4236,21074,1164,16956,1116,17,4
4554,26,C,3883,8385,1005,25869,1554,14,3
4555,52,C,3752,6455,665,25170,1039,11,3
4556,44,D,2173,3558,601,28200,1638,14,1
4557,40,B,7160,28885,1391,22850,1607,20,6
4558,36,B,7295,24271,1125,22822,1746,17,6
4559,32,D,3369,6301,481,27978,2022,13,2
4560,21,A,5258,15943,849,19592,1281,16,4
4561,46,A,4905,26525,778,19750,1832,16,4
4562,44,C,3191,7112,831,25444,1898,13,2
4563,43,B,6998,15825,1171,22885,1673,17,6
4564,48,C,3250,9153,898,26928,1695,17,2
4565,39,C,3507,663,784,26706,1739,14,2
4566,36,B,6738,14866,1063,22543,1805,16,5
4567,31,C,4052,1505,768,27045,1919,16,3
4568,46,E,7888,88398,1942,29724,1368,19,7
4569,28,B,7248,11122,1105,,1272,20,6
4570,16,A,5029,24721,1278,,878,15,5
4571,59,D,2188,3560,500,,1451,12,1
4572,46,D,2123,4312,536,,1989,19,1
4573,62,B,7313,18802,1313,,1748,20,6
4574,33,C,3659,11695,800,,1391,13,3
4575,22,A,4890,17187,1222,,1723,18,4
4576,54,A,4378,13547,1165,,1684,16,3
4577,41,A,4606,15323,478,,2337,15,3
4578,40,B,7481,7000,1250,,1865,18,6
4579,47,C,2778,8422,768,,1559,12,2
4580,33,A,4801,25110,918,,1540,16,4
4581,37,C,4139,2673,784,,1762,15,3
4582,56,D,3172,3221,503,,1381,15,2
4583,53,D,2100,4564,521,28041,1718,14,1
4584,26,B,6282,14542,1298,22851,2446,15,4
4585,36,E,6862,34679,1680,29520,2022,21,5
4586,25,A,4723,33058,1057,14044,1301,15,4
4587,41,E,7955,43211,1735,29595,1884,22,7
4588,37,D,2773,7342,431,28024,1272,10,2
4589,48,B,6320,25566,1181,22991,1813,20,5
4590,44,A,5495,32626,1288,21120,1529,12,4
4591,26,A,5376,20338,969,19451,1655,16,4
4592,30,B,6069,27722,1246,22569,1598,17,5
4593,23,E,6578,11349,2591,29458,1752,21,5
4594,46,A,4200,28224,970,18725,1520,15,3
4595,51,C,3104,9081,735,27196,2418,12,1
4596,25,D,2682,4283,500,28133,1849,13,1
4597,32,A,4840,15983,1195,15878,1571,17,4
4598,48,D,2274,4559,594,28208,2135,12,1
4599,23,E,8323,28340,1484,29415,1660,18,7
4600,32,C,3567,10817,951,24593,1363,14,3
4601,36,E,8288,49293,2201,29063,1375,16,7
4602,27,C,2591,9761,1068,24525,2118,17,1
4603,51,B,7299,17009,1243,23202,1788,19,6
4604,24,E,8099,84765,2322,29706,1701,19,7
4605,44,D,1966,2741,406,27914,987,14,1
4606,34,D,2286,4654,492,28137,1855,10,1
4607,59,B,6621,12210,1201,22685,1602,17,6
4608,45,B,8396,35992,1106,23143,2018,17,7
4609,38,D,2238,3712,548,28120,1761,9,1
4610,46,B,7660,21522,1022,23132,2006,16,6
4611,43,D,2016,5400,422,28085,1578,11,1
4612,31,C,3941,17295,799,24285,2362,15,2
4613,39,E,7848,28468,1680,28887,1815,19,7
4614,38,C,2824,3112,842,27075,1789,13,2
4615,33,E,8550,2392,1590,28913,1271,16,8
4616,48,B,7640,946,1222,23157,1584,20,7
4617,26,A,5382,39886,808,12908,2278,13,4
4618,53,D,3031,5089,518,28037,1364,11,2
4619,45,A,5266,21050,436,14790,1440,15,4
4620,21,B,6768,27315,1194,22665,927,20,6
4621,43,C,3935,10052,850,25480,1703,12,3
4622,23,B,8345,25797,1221,23051,1478,16,7
4623,46,A,6021,21614,1096,15634,1595,13,5
4624,35,B,7958,17934,1046,23018,1993,17,6
4625,34,D,2522,5038,558,27927,1481,12,2
4626,41,A,4457,23806,1177,15425,2014,16,3
4627,30,C,3749,7482,972,26650,1445,15,3
4628,28,D,3130,5410,499,27965,823,12,3
4629,15,B,7378,16781,1228,22665,1411,19,6
4630,34,C,4381,10837,809,25338,1400,16,3
4631,54,B,6172,13089,1383,22837,2118,17,5
4632,40,B,6404,11753,1158,23085,1967,16,5
4633,33,C,3672,10980,758,25966,1700,13,2
4634,34,A,5074,21407,1030,13140,1858,18,4
4635,23,B,6707,29244,1160,23238,1817,21,5
4636,53,E,7436,57776,2241,29214,2030,16,6
4637,41,C,4113,11504,822,26175,1597,16,3
4638,53,B,4671,14829,1204,23129,1028,12,4
4639,49,D,3070,7617,455,28186,1937,14,2
4640,41,B,7276,20925,1114,23193,2096,18,6
4641,39,C,3752,8872,649,26615,1185,13,3
4642,52,E,8825,87039,1751,29814,1578,15,8
4643,42,B,7352,30707,1095,22573,1979,20,6
4644,48,E,8427,55959,1277,29054,1600,18,7
4645,38,A,5216,10135,1061,16131,1442,16,4
4646,47,E,8159,5128,1361,29075,1043,17,8
4647,53,A,4468,27131,958,16091,1785,13,3
4648,57,E,8478,51913,1884,29152,1413,18,8
4649,44,C,2783,1341,719,26968,1782,18,2
4650,53,C,3164,12452,853,25817,1787,13,2
4651,30,D,2966,5889,470,28203,2047,15,1
4652,32,A,4964,18425,970,12444,1634,19,4
4653,34,D,2085,3894,508,27953,1604,12,1
4654,42,B,7218,20836,1047,23225,1807,18,6
4655,33,E,7554,67733,1522,29252,1366,19,7
4656,41,E,7856,47197,2061,29193,1629,17,7
4657,49,C,2534,6861,888,26899,1477,13,2
4658,44,C,4050,15467,937,24614,1597,14,3
4659,47,A,4135,22929,860,17783,1732,17,3
4660,39,E,8879,54796,1567,29744,1853,19,8
4661,35,B,6540,35797,1124,22492,1182,19,6
4662,48,C,3716,11643,777,24847,1218,14,3
4663,47,B,8008,26252,1275,22924,2369,17,6
4664,37,B,9318,21364,1249,23259,1866,15,8
4665,23,C,3498,19882,925,27109,1604,17,2
4666,46,B,7249,19467,1277,23145,2024,17,6
4667,37,B,6200,32107,1305,22958,1790,16,5
4668,54,C,4181,4729,872,25482,2008,16,3
4669,40,B,6170,18590,1288,22778,1338,21,5
4670,37,B,7475,40777,1336,23201,1654,17,6
4671,29,E,7946,69645,1930,29858,1433,22,7
4672,35,D,3507,6778,519,28080,1196,14,3
4673,41,C,3764,5427,783,26048,1168,11,3
4674,44,A,4171,22533,1244,16000,1302,17,3
4675,34,E,8674,60168,1894,29036,1465,18,8
4676,35,C,2896,13893,810,25960,1690,17,2
4677,55,D,2135,4028,566,28169,1454,15,1
4678,45,B,6889,19762,1200,22458,2016,18,5
4679,32,B,7186,29802,1172,23261,1447,19,6
4680,48,D,2262,5807,480,27948,2260,11,1
4681,27,A,5007,19737,1287,21071,1735,18,4
4682,58,A,5569,36030,811,15537,1397,15,5
4683,30,E,7830,46392,1974,28997,1906,19,6
4684,31,D,3736,6585,517,28265,2058,9,2
4685,33,D,3553,10127,546,28209,1980,16,2
4686,54,E,7563,40130,1530,29386,1745,20,6
4687,53,B,7472,12608,1277,22784,1915,20,6
4688,52,C,3260,6993,749,26179,1893,17,2
4689,44,D,2219,5809,569,28138,1840,15,1
4690,18,D,2896,6652,561,27964,1769,10,2
4691,46,E,6850,31648,1802,29414,1765,20,6
4692,43,C,3482,2674,995,26639,1456,14,3
4693,42,B,6429,13058,1211,23062,2213,21,5
4694,28,E,8406,3946,1525,29376,2029,18,7
4695,50,C,3722,7633,790,26218,1660,15,3
4696,36,E,8983,25609,2261,29071,1533,20,8
4697,45,D,1122,2433,510,27926,2009,9,0
4698,70,E,7834,48571,1704,28888,2004,16,6
4699,30,A,5125,35067,980,14201,1622,12,4
4700,46,D,2288,4611,499,28225,1468,12,1
4701,44,D,2632,8162,552,28103,1622,15,2
4702,24,A,5080,26424,1084,21968,1598,15,4
4703,43,C,4377,4122,871,25977,2271,13,3
4704,26,B,8092,23516,1251,22584,1316,14,7
4705,20,D,2876,4130,502,27892,1405,13,2
4706,45,C,2986,3397,715,25003,1643,16,2
4707,30,B,6480,17418,1238,22542,1665,17,5
4708,35,A,4794,17326,1390,12617,2283,20,3
4709,31,D,3032,6474,582,28057,1253,10,2
4710,45,E,8246,46761,1402,28950,2594,17,6
4711,40,A,4796,21116,884,16219,1699,17,4
4712,27,A,5286,28569,1245,14449,2263,15,4
4713,45,B,8101,14466,1048,22503,1898,15,7
4714,28,D,3654,5180,495,28142,1827,12,2
4715,38,A,4703,17770,916,14820,1491,16,4
4716,41,A,4549,17936,649,21103,1597,16,3
4717,46,C,3315,7866,832,26750,2285,14,2
4718,41,A,4415,25373,890,15190,1705,13,3
4719,22,C,3880,7834,809,24784,1470,16,3
4720,46,E,8416,36913,1435,29605,875,15,8
4721,40,E,8437,57039,1567,28888,1401,18,8
4722,40,D,2835,7281,431,28035,1903,16,1
4723,46,C,3162,2143,724,26384,1164,14,2
4724,37,A,5066,15696,1011,14693,1964,17,4
4725,58,B,7884,23338,1257,22921,1495,17,7
4726,38,C,3122,4304,924,26632,1849,16,2
4727,52,B,8853,27860,1193,23258,1887,17,7
4728,40,B,6189,16917,1039,23275,2147,19,5
4729,34,C,3964,4166,716,26765,1437,15,3
4730,56,A,5155,27057,895,18187,1675,21,4
4731,23,E,9208,55068,1439,29610,1581,20,8
4732,41,B,6207,22895,1154,22916,1693,18,5
4733,43,E,7317,33725,1597,29265,1939,19,6
4734,22,B,5846,24364,1194,22896,1740,18,5
4735,45,C,3784,8835,821,25256,1894,14,2
4736,25,B,6126,11990,1223,23044,2181,21,4
4737,41,A,4726,27692,1235,17067,1644,14,4
4738,49,B,6373,11266,1095,23216,2201,21,5
4739,51,B,7477,26379,1381,22932,1974,19,6
4740,50,E,8166,29341,1426,29325,1741,17,7
4741,46,D,3216,5791,444,28182,1712,13,2
4742,38,A,4931,22538,506,18976,1796,21,4
4743,52,D,769,1150,498,28229,1190,12,0
4744,37,A,6087,28029,713,17368,1840,16,5
4745,21,C,3476,2445,819,26308,1662,15,2
4746,42,D,2504,6535,517,28270,2000,17,1
4747,34,B,6750,17920,1104,22739,1456,18,6
4748,50,B,8164,30258,1176,22727,1764,19,7
4749,42,A,4740,27818,1296,17320,1601,15,4
4750,61,D,1425,3052,573,28196,1749,12,0
4751,47,B,8100,13837,1105,23091,1482,16,7
4752,32,E,8998,69887,2100,29568,1357,18,8
4753,47,E,8384,66271,1213,29221,1462,17,7
4754,54,D,2212,4418,473,27883,1841,12,1
4755,59,B,7460,15904,1047,23092,1879,18,6
4756,44,A,5237,23656,869,21293,1820,16,4
4757,37,A,4235,26639,647,17722,1602,19,3
4758,44,C,3368,5150,743,25929,1983,14,2
4759,44,D,3988,7270,462,27934,2256,12,2
4760,23,A,4690,23017,1059,20858,1752,19,3
4761,32,D,3212,7724,488,27985,1500,15,2
4762,45,E,6263,5101,1927,29170,1432,19,5
4763,34,A,5515,16257,1183,15926,1569,18,4
4764,54,C,3575,8798,953,25539,1669,13,2
4765,47,D,2043,4895,519,27893,1286,16,1
4766,43,E,7201,61500,1780,28977,1348,18,6
4767,35,C,3830,7816,788,25718,2192,11,2
4768,39,A,6421,39443,901,17959,1895,16,5
4769,55,C,3926,1939,781,24398,1294,19,3
4770,52,C,3412,3794,853,25041,1884,13,2
4771,36,E,7527,27428,1541,29671,1672,20,6
4772,37,E,8139,78387,789,29073,2261,17,6
4773,37,A,4200,18605,1109,20131,1462,20,3
4774,43,E,6767,52398,1528,28886,2306,19,5
4775,46,D,1459,2746,555,28250,1908,14,0
4776,35,A,5354,17250,876,12520,1682,18,4
4777,21,C,3962,11418,987,27263,1085,16,3
4778,45,B,7597,18893,1186,22437,2149,21,6
4779,49,D,3169,4294,439,28078,1437,12,2
4780,36,A,5023,19501,909,15087,1927,20,4
4781,44,E,7569,30777,1732,28984,2246,17,6
4782,40,A,5944,16815,929,21212,1409,13,5
4783,40,A,4638,31321,978,20769,1952,18,3
4784,58,B,6787,36409,1270,23113,1229,18,6
4785,42,E,8060,36461,1611,28984,2282,18,6
4786,55,B,6981,35799,1169,22756,1693,18,6
4787,37,D,1826,3495,500,28260,2011,13,0
4788,49,E,7792,45268,1645,29018,1745,22,7
4789,45,E,8087,78265,858,29697,1627,16,7
4790,45,C,3299,7138,715,26857,1756,14,2
4791,40,B,5041,20776,1103,22542,1552,19,4
4792,46,B,5773,21316,1272,22715,694,15,6
4793,42,E,7503,34977,1392,29091,2122,17,6
4794,40,A,5953,27629,775,19738,1466,14,5
4795,29,B,6458,10533,1134,22492,1636,20,5
4796,49,A,5432,34788,834,18294,1504,20,4
4797,39,E,8673,88933,1472,29846,1854,19,7
4798,40,D,3461,8705,488,27883,1447,15,3
4799,38,E,8428,10654,1629,29650,1687,17,7
4800,40,E,8465,60621,1842,29114,2059,18,7
4801,49,A,4733,18992,744,19465,1509,14,4
4802,50,D,2184,4748,428,28157,1423,14,1
4803,48,D,2616,6611,502,28129,1750,17,1
4804,47,B,6286,15836,1248,22991,2496,13,4
4805,26,B,7949,21251,1233,22474,1619,19,7
4806,40,C,3183,9407,835,26351,1380,16,2
4807,24,D,3024,5551,490,28154,1422,12,2
4808,52,C,2974,8779,821,25382,1450,15,2
4809,27,E,7594,50753,1512,29122,2119,15,6
4810,60,C,3391,10357,592,25879,1824,15,2
4811,32,D,2185,4236,455,28195,1385,15,1
4812,43,C,3923,462,631,25248,1889,14,3
4813,38,E,8942,51399,1531,29093,1484,17,8
4814,33,E,7831,45263,1629,29079,1303,15,7
4815,58,E,7811,67459,1691,29813,2020,17,6
4816,56,D,2294,5201,469,28098,1562,10,1
4817,47,E,8229,29115,1922,29590,1382,15,7
4818,57,A,5005,22432,1025,14535,1519,16,4
4819,53,B,7927,22728,1226,22602,1069,19,7
4820,54,E,7592,65309,2063,28974,1944,19,6
4821,67,A,5195,19260,1029,17355,1100,17,5
4822,35,D,2894,4836,555,27895,1607,12,2
4823,52,C,3492,10727,769,24793,1904,14,2
4824,47,B,7311,19964,1202,22649,1902,18,6
4825,38,C,4257,10731,857,25445,2041,15,3
4826,49,D,2561,6420,446,28047,1742,11,1
4827,21,B,7246,24744,1179,22441,1701,19,6
4828,47,B,7038,13955,1016,22653,1301,18,6
4829,48,A,4943,20876,885,16919,1283,19,4
4830,41,A,5520,43964,1215,13139,2174,18,4
4831,34,C,3508,13510,811,26382,2360,12,2
4832,39,C,3701,4756,901,24832,1645,13,3
4833,8,B,6682,25086,1325,22896,1644,16,6
4834,25,E,8643,29414,1597,29079,832,20,8
4835,47,C,3940,2323,824,25156,1557,15,3
4836,55,B,7362,17419,1253,22589,1666,17,6
4837,45,B,6250,24751,1130,22891,1453,14,5
4838,58,B,9606,20918,1370,22635,1510,16,9
4839,41,B,7432,20319,1240,22758,1558,17,6
4840,38,D,2691,5404,493,27969,1497,10,2
4841,44,D,2102,5325,595,28143,1759,13,1
4842,51,E,8969,34592,1549,29693,1126,21,8
4843,45,E,7745,42951,1756,29777,1856,20,6
4844,25,B,6878,12276,1244,22501,1435,16,6
4845,37,B,7167,9931,1139,22988,2314,19,5
4846,43,C,3310,301,700,24684,1587,16,2
4847,41,E,8331,12540,1474,29277,1417,19,7
4848,44,B,8333,31629,1077,23154,1758,14,7
4849,34,D,2824,5397,503,27943,2319,12,1
4850,34,E,7270,52406,1338,29844,1440,17,6
4851,44,E,8857,8213,1670,28885,1997,20,7
4852,36,C,3456,8412,837,27204,1808,12,2
4853,43,A,5507,29249,1054,21528,1999,13,4
4854,33,B,8613,19579,1283,22626,1756,18,7
4855,30,C,3837,318,736,25377,1774,17,3
4856,32,D,2333,7245,544,28222,1949,10,1
4857,58,E,9363,7784,1782,29809,1380,17,8
4858,58,D,2546,6087,459,27925,1862,12,1
4859,42,C,3998,6979,853,24280,1335,15,3
4860,31,D,1436,3831,443,28077,1514,13,0
4861,39,A,4886,22626,931,20104,1002,14,4
4862,34,B,6770,27734,1041,22746,1479,17,6
4863,52,E,6784,51499,1568,29638,1820,19,5
4864,25,D,3296,7418,465,28227,1655,10,2
4865,45,D,1526,2399,473,28220,1365,11,1
4866,24,D,3225,7903,555,28188,1779,13,2
4867,29,B,7717,16603,1387,23179,1233,15,7
4868,24,D,2417,7705,524,28112,2268,13,1
4869,56,C,3825,16287,792,25595,1440,14,3
4870,33,C,4021,10043,792,26578,1583,15,3
4871,58,D,2835,3371,604,28253,1917,10,1
4872,40,A,5283,32946,1254,13838,1763,17,4
4873,33,E,8211,94163,2017,29057,1680,17,7
4874,55,B,6826,10333,1138,22658,1751,18,6
4875,25,D,3061,5585,481,28027,1449,10,2
4876,27,B,4878,21785,1149,22765,1976,19,3
4877,42,C,4206,1007,486,26566,1544,15,3
4878,27,D,2741,6125,597,28217,1251,15,2
4879,29,E,7535,31029,1719,29033,1724,18,6
4880,44,B,5761,23818,1101,22451,1864,20,4
4881,47,D,2844,7302,533,28103,2333,14,1
4882,34,C,2994,9157,743,24434,1817,13,2
4883,52,C,4125,8553,1083,25009,1817,18,3
4884,49,D,2580,3689,515,28073,1236,16,2
4885,57,A,4962,36139,1077,17224,1154,16,4
4886,36,A,5168,30928,769,19463,1008,17,5
4887,50,C,2765,10926,904,26236,1839,13,1
4888,49,B,7993,29875,1318,22843,1257,18,7
4889,42,E,7752,46242,1685,29509,2167,19,6
4890,32,B,6276,24630,1304,22992,1944,17,5
4891,46,C,3561,10135,814,25936,1331,14,3
4892,26,D,3189,6345,535,28035,1310,16,2
4893,35,D,3381,6697,424,28159,1353,9,3
4894,42,A,4973,22313,998,17540,2139,17,3
4895,21,C,3474,5964,590,24294,2050,15,2
4896,52,E,7665,39807,1535,29617,1772,18,6
4897,47,B,6267,34408,1178,22699,1493,20,5
4898,39,E,7561,28617,1549,29636,1042,16,7
4899,53,E,8436,43360,1483,29313,1551,20,7
4900,41,D,1887,2390,514,28089,2009,17,0
4901,6,B,9048,14854,1029,22625,1881,18,8
4902,26,D,2079,3867,553,27922,1699,12,1
4903,37,B,6745,12046,1241,22469,1793,17,5
4904,49,E,8047,53990,1669,29644,2117,17,6
4905,29,B,8939,24411,1196,23093,1765,16,8
4906,34,B,6697,13738,1450,22739,1603,20,6
4907,45,C,3189,8949,884,26784,1912,17,2
4908,51,A,4957,29849,1064,13731,1595,15,4
4909,53,A,5589,17319,761,18199,1678,17,4
4910,38,C,3923,11106,758,25194,1185,16,3
4911,35,B,8105,30580,1066,22644,1979,18,7
4912,36,E,6635,27646,1586,28879,1880,16,5
4913,21,C,3456,2686,787,24697,2418,13,2
4914,29,C,3576,6399,883,26900,1946,15,2
4915,19,D,2304,4974,568,28153,1547,14,1
4916,35,E,8047,11403,1257,29074,1980,18,7
4917,51,A,5128,36850,1400,20829,1355,16,4
4918,40,B,5869,19553,1154,22814,1623,20,5
4919,38,C,3182,1824,862,24488,1426,13,2
4920,32,D,2579,5889,549,27959,1495,12,2
4921,31,D,2073,4627,542,27913,1801,11,1
4922,58,D,3009,9349,507,28148,1680,12,2
4923,28,D,2396,3427,538,28065,1747,12,1
4924,42,C,2862,8263,731,26638,1780,14,2
4925,43,A,5090,24974,1109,17376,1578,16,4
4926,48,A,4787,22695,1116,15574,1711,17,4
4927,31,E,6116,40340,1493,29453,1311,19,5
4928,34,D,1053,2293,481,28144,1586,11,0
4929,53,D,3914,7881,511,28196,2369,13,2
4930,43,B,7348,8284,1339,23165,1793,17,6
4931,31,A,4873,7249,1383,19578,1641,15,4
4932,34,B,5097,15884,1293,22581,935,20,5
4933,45,D,2396,6246,560,27966,1893,12,1
4934,36,E,7773,48385,1395,29592,1747,17,7
4935,39,D,2195,4898,514,28109,1888,12,1
4936,36,A,5595,28097,1191,18115,1685,18,4
4937,50,C,4386,4962,701,27225,1521,11,3
4938,40,D,2326,5409,531,28087,1887,13,1
4939,36,D,2306,4945,496,28020,1761,13,1
4940,45,B,6507,7177,1296,22471,1892,20,5
4941,39,A,5882,14422,887,13183,1904,16,4
4942,34,D,3495,6528,451,28055,1965,13,2
4943,34,C,3637,4784,942,25677,1912,11,2
4944,55,E,7768,12757,1841,29023,1564,19,7
4945,33,D,1286,2247,515,28073,2078,15,0
4946,41,D,3050,4446,543,28140,1640,12,2
4947,37,A,5333,21528,1086,16982,1652,16,4
4948,31,E,9259,61874,1865,29157,2273,16,7
4949,50,A,5086,16403,1160,14438,2109,18,3
4950,43,B,3537,8678,1296,23130,1730,19,2
4951,31,E,8266,64675,1528,29239,2039,17,7
4952,42,A,5227,24808,835,19928,1960,14,4
4953,50,A,4828,27142,666,17062,1377,19,4
4954,40,C,3170,9673,888,24304,2024,16,2
4955,48,A,4703,20365,941,16809,1493,17,4
4956,40,C,3361,4611,847,26211,1590,15,2
4957,48,E,8346,73342,1325,29065,1411,20,7
4958,36,C,2749,14984,709,24472,2010,13,1
4959,23,A,5087,23510,927,21847,1768,13,4
4960,17,E,7245,6105,1523,28973,1985,17,6
4961,38,C,3510,5321,773,25588,1784,14,2
4962,53,A,4804,35663,980,16661,1655,17,4
4963,48,E,6321,38121,1987,29381,1567,17,5
4964,58,E,6906,66466,1985,28976,918,16,6
4965,30,E,8257,22843,1853,29828,1802,17,7
4966,37,B,6404,11483,1179,22988,1715,15,5
4967,55,C,3661,9529,755,24376,1674,11,2
4968,32,E,8138,52997,1780,29334,1928,18,7
4969,38,A,5790,43496,1168,15235,1601,15,5
4970,58,C,3446,5980,841,26959,1863,15,2
4971,32,B,7395,3640,1233,22464,1479,17,6
4972,49,A,5754,42089,1272,12720,1484,19,5
4973,31,D,3121,8162,494,27911,1959,14,2
4974,28,A,4689,15043,1047,18136,1641,15,4
4975,55,B,5141,23721,1216,22671,1772,17,4
4976,54,C,3339,7034,880,25644,1676,14,2
4977,34,E,8489,66234,1732,28903,2239,20,7
4978,32,B,6873,13181,1222,22531,1653,15,6
4979,47,B,8194,14654,1284,23197,1709,20,7
4980,23,E,8837,32619,1915,29353,2048,19,7
4981,48,B,8410,26368,1203,23268,1963,16,7
4982,43,D,1817,3506,486,28253,1213,10,1
4983,63,A,5143,27779,787,13800,1791,19,4
4984,21,D,2139,6715,492,28258,1873,18,1
4985,39,A,4918,16274,796,16603,1297,16,4
4986,42,B,7558,44048,1095,23005,1568,21,6
4987,41,D,2383,2819,445,28089,1850,14,1
4988,50,E,7953,28900,1670,29261,1935,16,7
4989,40,A,4341,24734,1108,12607,1036,15,4
4990,37,B,6873,10578,1274,22820,1968,18,5
4991,61,D,1523,4079,441,27962,1302,15,1
4992,33,C,3404,5419,792,24654,1737,18,2
4993,46,E,9305,30537,1648,29336,1539,15,8
4994,46,B,6113,20872,1203,23061,2038,14,5
4995,37,B,4838,10765,1120,22667,1925,22,3
4996,28,A,5090,13761,1243,16098,1729,16,4
4997,58,E,9078,34237,1068,29278,1611,17,8
4998,22,E,7748,79502,2084,29113,1601,19,7
4999,49,C,3663,15920,757,25556,1603,16,3
5000,44,A,5216,26091,1094,19632,1902,13,4
5001,49,A,4791,24975,1003,18375,1015,15,4
5002,32,C,4181,12988,735,26886,2086,16,3
5003,49,E,7889,35426,1608,29699,1878,18,7
5004,46,E,8315,70608,2129,29115,1663,21,7
5005,49,E,8109,21199,2115,29151,1473,20,7
5006,34,D,2357,3552,483,28265,1350,12,2
5007,42,A,4521,18679,1143,17607,1914,17,3
5008,37,D,4101,11512,535,28013,2597,11,2
5009,23,B,5520,24049,1202,22702,2027,19,4
5010,33,A,4715,25392,1162,16408,1718,18,3
5011,63,A,4498,19749,1016,17149,1845,14,3
5012,19,A,5638,22178,1127,17907,1930,13,4
5013,47,C,3294,11421,775,25356,1860,18,2
5014,39,E,8745,38467,1787,29355,1976,17,7
5015,52,C,3518,5300,1003,25153,1432,12,3
5016,41,D,3196,8189,510,28190,1966,13,2
5017,39,A,4844,17389,1043,14525,1934,18,3
5018,34,C,3116,6587,892,26060,1467,17,2
5019,64,D,2244,4773,464,28011,2214,13,1
5020,43,C,2721,3660,613,26843,1285,15,2
5021,25,A,5178,29999,1077,18540,1531,16,4
5022,50,A,4771,31738,1325,17345,1894,16,3
5023,53,D,2718,5913,502,28098,2245,10,1
5024,47,E,7877,41931,1902,29867,1607,21,7
5025,19,E,7277,55937,1976,29010,1327,19,6
5026,40,D,3025,6646,514,28208,2088,13,1
5027,39,B,6405,20905,1379,22904,1227,18,6
5028,51,E,7279,59012,2802,29463,1729,16,6
5029,41,E,7781,62732,2039,29641,1074,17,7
5030,54,C,4015,6225,695,25577,1881,14,3
5031,42,D,2401,3843,493,28170,2724,12,0
5032,42,D,2635,3828,512,28237,1491,14,2
5033,41,B,7721,20704,1082,23216,1369,19,7
5034,42,A,4630,26969,1015,19220,1474,17,4
5035,35,A,4873,16486,559,18727,1452,15,4
5036,32,A,4923,24218,873,18756,2180,18,3
5037,47,C,2957,8972,794,27267,1895,20,2
5038,33,C,3758,8534,829,25570,1596,17,3
5039,57,D,3550,10478,570,27978,1938,11,2
5040,46,A,4519,14864,892,21324,1848,17,3
5041,37,C,2861,4360,832,25492,1423,14,2
5042,28,B,8249,25266,1336,22630,1995,17,7
5043,34,D,3527,7175,475,28196,1721,15,2
5044,37,D,1273,2782,518,28008,2067,16,0
5045,56,E,9849,77516,1722,29377,1944,22,8
5046,32,C,3570,8157,1042,25770,1776,13,2
5047,69,C,4050,12275,868,25196,1554,13,3
5048,36,B,7531,25058,1165,22481,1486,19,7
